record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes
generated_output,actual_input_file_manifest.json,/mnt/data/ppi_repro_corrected/results/actual_input_file_manifest.json,present,generated locally,Actual input manifest,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:10:11.317930+00:00,15537,59b7f1c6d189e3490b76eafaf4b6a13772bc87936fbc639a0de46d7181e4ddee,corrected analysis scripts,
generated_output,actual_input_file_manifest.xlsx,/mnt/data/ppi_repro_corrected/results/actual_input_file_manifest.xlsx,present,generated locally,Actual input manifest,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:10:11.348029+00:00,8973,642b6c6ac9ef1fdb3a54ebd83184718ef81f0d5fea8417731f7def4765c1b1b1,corrected analysis scripts,
generated_output,build_corrected_report.stderr,/mnt/data/ppi_repro_corrected/results/build_corrected_report.stderr,present,generated locally,Captured standard error or warning stream,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:10:09.336029+00:00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,corrected analysis scripts,
generated_output,build_corrected_report.stdout,/mnt/data/ppi_repro_corrected/results/build_corrected_report.stdout,present,generated locally,Captured standard output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:10:11.379699+00:00,180,53691bcd56c7b89c6512aa369695c8ad7ec001194343ba6fc0a8dece24dd23ca,corrected analysis scripts,
generated_output,build_source_manifest.stderr,/mnt/data/ppi_repro_corrected/results/build_source_manifest.stderr,present,generated locally,Actual input manifest,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:57:08.896029+00:00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,corrected analysis scripts,
generated_output,build_source_manifest.stdout,/mnt/data/ppi_repro_corrected/results/build_source_manifest.stdout,present,generated locally,Actual input manifest,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:57:12.656029+00:00,270,a5454693ab548e0703ca0272be8d1d502bda780c6d2a4127c81bcec9b509e6fb,corrected analysis scripts,
generated_output,collapsed_gene_labels_topology_features.csv,/mnt/data/ppi_repro_corrected/results/collapsed_gene_labels_topology_features.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:41.416029+00:00,1061035,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,corrected analysis scripts,
generated_output,core_verification.stderr,/mnt/data/ppi_repro_corrected/results/core_verification.stderr,present,generated locally,Captured standard error or warning stream,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:48:29.432577+00:00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,corrected analysis scripts,
generated_output,core_verification.stdout,/mnt/data/ppi_repro_corrected/results/core_verification.stdout,present,generated locally,Captured standard output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:45.876617+00:00,1652,df2b49c9a05f7e960b7fd61d40607959d8de1bc77ee1b81e6a6d3a13084c08e1,corrected analysis scripts,
generated_output,core_verification_summary.json,/mnt/data/ppi_repro_corrected/results/core_verification_summary.json,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:45.876617+00:00,6123,3d4e3624a4d00d6c8c85dcdaab01f951c55a0b6cdf338c97a492ce3930983ec0,corrected analysis scripts,
generated_output,dgl_component_assignment.csv,/mnt/data/ppi_repro_corrected/results/dgl_component_assignment.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:40.892596+00:00,861,b76360dbf149133385821fe981517c844b191406800e2f67d74659eb21eff249,corrected analysis scripts,
generated_output,dgl_split_verification.csv,/mnt/data/ppi_repro_corrected/results/dgl_split_verification.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:40.892930+00:00,701,5a0823ae7eb4f6a087b79ed3e2e7232e8d13d02c82d30178594d8e30d431d551,corrected analysis scripts,
generated_output,dgl_transformation_verification.json,/mnt/data/ppi_repro_corrected/results/dgl_transformation_verification.json,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:40.893513+00:00,2582,b4d60f38f9ca2111ccb3b5eabe0022e5c1e067ebc4e3890864e4d07c1a707cda,corrected analysis scripts,
generated_output,feature_column_mapping.csv,/mnt/data/ppi_repro_corrected/results/feature_column_mapping.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:25.580029+00:00,7670,be22af448afae0aebccafc16e94e3e916caf2cbf7d46e1686b7d475c29e4939a,corrected analysis scripts,
generated_output,graphsage_row_to_entrez_topology_features.csv,/mnt/data/ppi_repro_corrected/results/graphsage_row_to_entrez_topology_features.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:25.752029+00:00,1201265,4aaada1751c958db2653e19e05ca5a8e2bdd2da86c1a4441bad26e0468ae7207,corrected analysis scripts,
generated_output,input_verification.stderr,/mnt/data/ppi_repro_corrected/results/input_verification.stderr,present,generated locally,Captured standard error or warning stream,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:03:00.744029+00:00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,corrected analysis scripts,
generated_output,input_verification.stdout,/mnt/data/ppi_repro_corrected/results/input_verification.stdout,present,generated locally,Captured standard output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:03:04.400806+00:00,131,cd06fd1cfa0b00c7aeb62c0ad7631af16a1ded134d9f3b11f1ff454e24ee2f5b,corrected analysis scripts,
generated_output,input_verification_log.csv,/mnt/data/ppi_repro_corrected/results/input_verification_log.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T16:03:04.400806+00:00,4107,c62c6d36b52177efea7e8ecd32ad0dc089ad5a8e7a5361a57632978893b1ce95,corrected analysis scripts,
generated_output,local_label_source_screen.stderr,/mnt/data/ppi_repro_corrected/results/local_label_source_screen.stderr,present,generated locally,Captured standard error or warning stream,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:17.176029+00:00,1079,bfbaef32806945b073b4ec4009a435fe9a4565e64c3364a17e4519e35d1561f7,corrected analysis scripts,
generated_output,local_label_source_screen.stdout,/mnt/data/ppi_repro_corrected/results/local_label_source_screen.stdout,present,generated locally,Captured standard output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.587227+00:00,3846,3ae6d4f049e5ae3aac84826e935d3f545053cee7842c41dce16f1121fcfaa9a9,corrected analysis scripts,
generated_output,local_label_source_screen_summary.json,/mnt/data/ppi_repro_corrected/results/local_label_source_screen_summary.json,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.587227+00:00,3795,7e3cdf99fea507db9571f28847581492811645ffaaf378d7c618f223a0aca726,corrected analysis scripts,
generated_output,msigdb_label_source_screen.csv,/mnt/data/ppi_repro_corrected/results/msigdb_label_source_screen.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.572029+00:00,213568,3d11550adc4a24853719b44643bff95ac34370f36106ae18d76de286befebddd,corrected analysis scripts,
generated_output,ohmnet_global_label_source_screen.csv,/mnt/data/ppi_repro_corrected/results/ohmnet_global_label_source_screen.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.581978+00:00,99457,257de22d3d83a4a8b0c3de4f738afe62471964f420290815712680042225a90b,corrected analysis scripts,
generated_output,ohmnet_same_tissue_label_screen_best.csv,/mnt/data/ppi_repro_corrected/results/ohmnet_same_tissue_label_screen_best.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.043319+00:00,12371,cae495550f7700b009c1b0ddf4f12f24e747b26c624e53dc4d0ff79a90031101,corrected analysis scripts,
generated_output,tissue_partition.csv,/mnt/data/ppi_repro_corrected/results/tissue_partition.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:03.456721+00:00,1550,064c396d394b90428ae2f73768c44e470a776259c1d69bea26d028fdd50fb059,corrected analysis scripts,
generated_output,wl_ambiguous_topology_only.json,/mnt/data/ppi_repro_corrected/results/wl_ambiguous_topology_only.json,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:11.341073+00:00,69252,1f9c89ee87b6c5c8a5deae2340fba7237f5f5dbfec226a1907a22a9670c8d584,corrected analysis scripts,
generated_output,wl_residual_after_features.json,/mnt/data/ppi_repro_corrected/results/wl_residual_after_features.json,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:25.584232+00:00,36578,664ab9a55cb4087316a632be8eaa92bd5da72dff4a80fe4a94976f1a28dced93,corrected analysis scripts,
generated_output,wl_tissue_summary.csv,/mnt/data/ppi_repro_corrected/results/wl_tissue_summary.csv,present,generated locally,Generated analysis output,report/reproduction bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:11.339306+00:00,991,ca0faa1d0d7eaa8ef63a2f531dba557a3796992f45c0b68ec3acc34260326cb2,corrected analysis scripts,
