canonical_relative_path,size_bytes,sha256,category,batch,status,description,recommended_git_tracking,canonical_source_kind,canonical_source_container,canonical_source_member_or_path,occurrence_count,duplicate_alias_count
batches/B104_20260828T030759Z/analysis/B104_alternative_hypothesis_checks_20260828T030759Z.json,2561,4668d914917f31d1aa00de97b7b3d4c484f5051bac8992b3d426a462e882ac27,analysis_result_or_derived_data,,historical_foundation,analysis result or compact derived dataset: B104_alternative_hypothesis_checks_20260828T030759Z.json.,normal_git,direct_current,B104_alternative_hypothesis_checks_20260828T030759Z.json,batches/B104_20260828T030759Z/analysis/B104_alternative_hypothesis_checks_20260828T030759Z.json,2,1
bundle_only/B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z/B104B_20260828T161826Z/scripts/analyze_msigdb_term_selection.py,18698,46a9b5e5353c2f7d7ea058f0d70e4f18eddad8c5201b8f460e33969536b50279,script,,supporting_analysis,"Investigator handoff summarizing methods, findings, caveats, and next tests.",normal_git,zip_member,B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z.zip,B104B_20260828T161826Z/scripts/analyze_msigdb_term_selection.py,1,0
bundle_only/B101_goa159_analysis_bundle_20260827T152736Z/B101/B101_value_counts_20260827T152736Z.csv,164229,46df7bab369639b19bf763471c0ebfae413fdb67936b1ed68aaee1b497ae6831,analysis_result_or_derived_data,B101,historical_foundation,B101 analysis result or compact derived dataset: B101_value_counts_20260827T152736Z.csv.,normal_git,zip_member,B101_goa159_analysis_bundle_20260827T152736Z.zip,B101/B101_value_counts_20260827T152736Z.csv,1,0
bundle_only/B104F_full_label_class_validation_bundle_20260829T140333Z/B104F_20260829T140333Z/scripts/independent_validate_full_label_classes_numpy.py,5539,472abbc30bb85c0494ce7e8abc133b59606ffeaef37d4d683160af6f0cbd6092,script,,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104F_full_label_class_validation_bundle_20260829T140333Z.zip,B104F_20260829T140333Z/scripts/independent_validate_full_label_classes_numpy.py,1,0
results/source_ledger_through_B104A_FINAL_20260828T152026Z.csv,332236,4748669b8de6ee667f96f535d068dae2d083ca0290a009b04135bcddbe85a7f0,provenance_manifest,,supporting_analysis,Append-only source and artifact provenance ledger.,normal_git,direct_current,source_ledger_through_B104A_FINAL_20260828T152026Z.csv,results/source_ledger_through_B104A_FINAL_20260828T152026Z.csv,1,0
bundle_only/B104F_full_label_class_validation_bundle_20260829T140333Z/B104F_20260829T140333Z/scripts/__pycache__/build_B104F_provenance.cpython-313.pyc,12109,4759aa89313a9d3202c8d6b1daf48be8e83e2a3857c023d9b2ac681209c48c29,script,,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104F_full_label_class_validation_bundle_20260829T140333Z.zip,B104F_20260829T140333Z/scripts/__pycache__/build_B104F_provenance.cpython-313.pyc,1,0
archive/initial_incomplete/results/actual_input_file_manifest.md,2986,48029f5e714b9efbbafa77c09d00a38b4f9dac831b332861c2a5bfc7b02a766f,provenance_manifest,,superseded_initial_delivery,Manifest of actual materialized inputs used by the analysis at that point in time.,normal_git,direct_initial,actual_input_file_manifest.md,results/actual_input_file_manifest.md,2,1
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/B104A/B104A_EXACT_RECONSTRUCTION_SUMMARY_20260828T145842Z.json,1604,489888a1909d86f878ddd09958b4207619cc3253d3648b23a19dacc84f912a42,analysis_result_or_derived_data,B104A,supporting_analysis,B104A analysis result or compact derived dataset: B104A_EXACT_RECONSTRUCTION_SUMMARY_20260828T145842Z.json.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,B104A/B104A_EXACT_RECONSTRUCTION_SUMMARY_20260828T145842Z.json,1,0
batches/B104D_20260829T010311Z/B104D_GOA_DATE_SCREEN_INSTRUCTIONS_20260829T010311Z.md,2847,4943a4fab7cd6461f469d6c378e8cb981fba3478f31ff550cb7ef52a19922c14,report_or_documentation,,supporting_analysis,report or documentation artifact: B104D_GOA_DATE_SCREEN_INSTRUCTIONS_20260829T010311Z.md.,normal_git,direct_current,B104D_GOA_DATE_SCREEN_INSTRUCTIONS_20260829T010311Z.md,batches/B104D_20260829T010311Z/B104D_GOA_DATE_SCREEN_INSTRUCTIONS_20260829T010311Z.md,2,1
batches/B104I_20260830T114918Z/B104I_PPI_PROVENANCE_MENCHE_AND_SPLIT_REPORT_20260830T114918Z.md,4813,49f0bfb2a40d4e0fa6947d5f4c5de1c30800c1708889fc64f097ce1beae24361,report_or_documentation,,current_core,"PPI topology provenance audit or report linking GraphSAGE, OhmNet, and BioSNAP edge sets.",normal_git,direct_current,B104I_PPI_PROVENANCE_MENCHE_AND_SPLIT_REPORT_20260830T114918Z.md,batches/B104I_20260830T114918Z/B104I_PPI_PROVENANCE_MENCHE_AND_SPLIT_REPORT_20260830T114918Z.md,2,1
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/retained_inputs/prior_compact_inputs/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,675697,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,retained_normalized_input,B104G,current_core,Row-preserving normalized derivative of GOA human GPI release 159.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/retained_inputs/prior_compact_inputs/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,5,4
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/provenance/source_ledger_through_B104A_20260828T152026Z.csv,330138,4a9aa0f15bf2a3727771b45ade22813dfd4eefab55af3f9630379026f54d776c,provenance_manifest,,supporting_analysis,Append-only source and artifact provenance ledger.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,provenance/source_ledger_through_B104A_20260828T152026Z.csv,1,0
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/retained_inputs/prior_compact_inputs/graphsage_row_to_entrez_topology_features.csv,1201265,4aaada1751c958db2653e19e05ca5a8e2bdd2da86c1a4441bad26e0468ae7207,retained_normalized_input,B104G,current_core,B104G compact normalized retained input used for later reproducibility: graphsage_row_to_entrez_topology_features.csv.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/retained_inputs/prior_compact_inputs/graphsage_row_to_entrez_topology_features.csv,5,4
batches/B101/B101_EXECUTION_DIAGNOSTICS_20260827T152736Z.md,2256,4ad914500836f6fc5aa56aa992e3147bd9fefaf0b40a2321d907e1cd5cd27c91,documentation,B101,historical_foundation,"Execution diagnostics, including accepted runs, failures, retries, and limitations.",normal_git,direct_current,B101_EXECUTION_DIAGNOSTICS_20260827T152736Z.md,batches/B101/B101_EXECUTION_DIAGNOSTICS_20260827T152736Z.md,2,1
bundle_only/B101_goa159_analysis_bundle_20260827T152736Z/B101/B101_gpi_coverage_and_metadata_20260827T152736Z.json,4225,4b8420927dbbd43ca35e0b5f383636d52e797a56277dcc8c2c73344ad58caa8c,analysis_result_or_derived_data,B101,historical_foundation,B101 analysis result or compact derived dataset: B101_gpi_coverage_and_metadata_20260827T152736Z.json.,normal_git,zip_member,B101_goa159_analysis_bundle_20260827T152736Z.zip,B101/B101_gpi_coverage_and_metadata_20260827T152736Z.json,1,0
results/B104G_FINAL_DELIVERY_VALIDATION_20260829T151452Z.json,7347,4b913a7d5b0e958d789b263a49059e0a2009bf6bf601f6e28e0606d011fe311f,validation_or_checksum,,current_core,Machine-readable validation checks for the associated analysis or delivery.,normal_git,direct_current,B104G_FINAL_DELIVERY_VALIDATION_20260829T151452Z.json,results/B104G_FINAL_DELIVERY_VALIDATION_20260829T151452Z.json,1,0
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/scripts/analyze_B102_gp2protein_final.py,64777,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,script,B102,historical_foundation,"B102 analysis, download, validation, or packaging script: analyze_B102_gp2protein_final.py.",normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/scripts/analyze_B102_gp2protein_final.py,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/B104D_deep_column_order_summary.json,1076,4ce90419c61ca84ce5d3a677fd96416d22c1b96c936709db60e5a729f945fce4,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104D_deep_column_order_summary.json.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/B104D_deep_column_order_summary.json,1,0
bundle_only/B104H_node_mapping_provenance_bundle_20260830T110259Z/B104H/B104H_BUNDLE_README_20260830T110259Z.md,1042,4d3b41944575b2d9de95be801f901699fd1350d31bce06aa44e827117d4714d8,report_or_documentation,B104H,current_core,B104H report or documentation artifact: B104H_BUNDLE_README_20260830T110259Z.md.,normal_git,zip_member,B104H_node_mapping_provenance_bundle_20260830T110259Z.zip,B104H/B104H_BUNDLE_README_20260830T110259Z.md,1,0
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/B104A/B104A_DELIVERY_VALIDATION_20260828T152026Z.json,3111,4e54dbf8d3a92a637f222c53832b17ab0403ea3beb59939e428b35bab76a3231,validation_or_checksum,B104A,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,B104A/B104A_DELIVERY_VALIDATION_20260828T152026Z.json,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/retained_inputs/uniprot_2016_mapping_audit/2016_05/RELEASE_2016_05.metalink,2801,4e5673fed2d2dd752d2e7d64d9136d688e008723a0b62df720860322b5196b27,retained_normalized_input,B104E,supporting_analysis,B104E compact normalized retained input used for later reproducibility: RELEASE_2016_05.metalink.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/retained_inputs/uniprot_2016_mapping_audit/2016_05/RELEASE_2016_05.metalink,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/provenance/source_ledger_through_B104C_PREBUNDLE_20260828T200948Z.md,410805,4eb84cca8b37f249bb0d0243ae0fe636b589c337d0baeb6ae5ff25588133c702,provenance_manifest,,supporting_analysis,Append-only source and artifact provenance ledger.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/provenance/source_ledger_through_B104C_PREBUNDLE_20260828T200948Z.md,1,0
batches/B101/B101_direct_label_match_summary_20260827T152736Z.csv,74302,4ec58e36cd1e3d08a88a533c06acbb1428a640aacc5bf575f434ce3f47b45c2b,analysis_result_or_derived_data,B101,historical_foundation,Summary of direct GO-label matching configurations.,normal_git,direct_current,B101_direct_label_match_summary_20260827T152736Z.csv,batches/B101/B101_direct_label_match_summary_20260827T152736Z.csv,2,1
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/retained_inputs/prior_compact_inputs/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,510862,4f4e30e4705c669e47d7938948cb8ad81689da8ac0b96bf625a5c6f278024430,retained_normalized_input,B104G,current_core,B104G compact normalized retained input used for later reproducibility: B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/retained_inputs/prior_compact_inputs/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,4,3
bundle_only/ppi_reproduction_analysis_bundle/results/repository_search.json,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,analysis_result_or_derived_data,,historical_or_supporting,analysis result or compact derived dataset: repository_search.json.,normal_git,zip_member,ppi_reproduction_analysis_bundle.zip,results/repository_search.json,4,3
batches/B000/B000_provenance_events_20260827T150123Z.csv,4584,4f789ccc4f7631b6608c92b873ecbe184f2b4989aa53819c37846cd0ed4fae03,provenance_manifest,B000,historical_foundation,"Append-only provenance-event history, including receipt, validation, and deletion states.",normal_git,direct_current,B000_provenance_events_20260827T150123Z.csv,batches/B000/B000_provenance_events_20260827T150123Z.csv,1,0
bundle_only/B104F_full_label_class_validation_bundle_20260829T140333Z/B104F_20260829T140333Z/retained_inputs/collapsed_gene_labels_topology_features.csv,1061035,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,retained_normalized_input,,supporting_analysis,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B104F_full_label_class_validation_bundle_20260829T140333Z.zip,B104F_20260829T140333Z/retained_inputs/collapsed_gene_labels_topology_features.csv,4,3
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/B102_VALIDATION_20260827T162132Z.json,1097,4fee0fa1d9952fd48998a147d5ca2341d541ad26f51de3b0c671955736b02c22,validation_or_checksum,B102,historical_foundation,Machine-readable validation checks for the associated analysis or delivery.,normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/B102_VALIDATION_20260827T162132Z.json,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/scripts/parse_uniprot_target_records.py,3206,5115ef5f936bd7ba2b519f269cf4bc418102c7c95b615b1444243859b276115d,script,B104E,supporting_analysis,"B104E analysis, download, validation, or packaging script: parse_uniprot_target_records.py.",normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/scripts/parse_uniprot_target_records.py,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/B104D_INPUT_RECEIPT_20260829T010311Z.md,1131,511b59587a2104670e5dde13b38a8a86a103bf54954c83285e670a22ef245f2a,batch_administration,,supporting_analysis,assistant-generated investigation artifact: B104D_INPUT_RECEIPT_20260829T010311Z.md.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/B104D_INPUT_RECEIPT_20260829T010311Z.md,1,0
batches/B104A_20260828T145842Z/analysis/B104A_two_factor_mapping_qualifier_reconstruction_20260828T145842Z.csv,1166,51a46d237a99cc19e518224c9baaa5bfea19c2a098276858f6ebf831d9129fb8,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104A_two_factor_mapping_qualifier_reconstruction_20260828T145842Z.csv.,normal_git,direct_current,B104A_two_factor_mapping_qualifier_reconstruction_20260828T145842Z.csv,batches/B104A_20260828T145842Z/analysis/B104A_two_factor_mapping_qualifier_reconstruction_20260828T145842Z.csv,2,1
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/B104A/analysis/B104A_remaining_gene_label_differences_by_policy_20260828T145842Z.csv,4436,51bf13a1c4cbfdece718ecdd636dc16934c785cc46e145bcf287d89b4cd9e68f,analysis_result_or_derived_data,B104A,supporting_analysis,B104A analysis result or compact derived dataset: B104A_remaining_gene_label_differences_by_policy_20260828T145842Z.csv.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,B104A/analysis/B104A_remaining_gene_label_differences_by_policy_20260828T145842Z.csv,1,0
batches/B104G_20260829T150633Z/B104G_INDEPENDENT_ROW_ORDER_VALIDATION_20260829T150633Z.json,1190,51daba907948fe64488f686c3c048be5dcfcf11aac2849c5a5bfcbdcc6b37dab,validation_or_checksum,,current_core,Independent validation of the recovered CPython 2/NetworkX row order.,normal_git,direct_current,B104G_INDEPENDENT_ROW_ORDER_VALIDATION_20260829T150633Z.json,batches/B104G_20260829T150633Z/B104G_INDEPENDENT_ROW_ORDER_VALIDATION_20260829T150633Z.json,4,3
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/B104D_outer_pair_column_order_top250.csv,6653,51ff65abfa7840ed66f7d666a88d0fb20ee258eb2b996f87a3e3540cb4a92378,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104D_outer_pair_column_order_top250.csv.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/B104D_outer_pair_column_order_top250.csv,1,0
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/B104A/analysis/B104A_default_relation_annotation_date_cutoff_search_20260828T145842Z.csv,338305,522d8d0550009f329f55ade55114bf28708166401f758f9a886a0a0897685b36,analysis_result_or_derived_data,B104A,supporting_analysis,B104A analysis result or compact derived dataset: B104A_default_relation_annotation_date_cutoff_search_20260828T145842Z.csv.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,B104A/analysis/B104A_default_relation_annotation_date_cutoff_search_20260828T145842Z.csv,1,0
bundle_only/ppi_reproduction_corrected_bundle/ppi_repro_corrected/results/build_corrected_report.stdout,180,53691bcd56c7b89c6512aa369695c8ad7ec001194343ba6fc0a8dece24dd23ca,other_artifact,,historical_or_supporting,Narrative scientific and provenance report for the associated analysis batch.,normal_git,zip_member,ppi_reproduction_corrected_bundle.zip,ppi_repro_corrected/results/build_corrected_report.stdout,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/B104D_best_model_per_column_comparison.csv,10247,53c2ed75d19e871db3c19cd3a595633fcfb15df5a254967482ce856ecd68e372,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104D_best_model_per_column_comparison.csv.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/B104D_best_model_per_column_comparison.csv,2,1
bundle_only/B104I_PPI_provenance_and_literature_bundle_20260830T114918Z/results/provenance_events_through_B104I_20260830T114918Z.csv,46052,544ed3665923972ff1079b5e3b8dc4f9572e645edf4c0bcb17fc0d5ba295e136,provenance_manifest,,current_core,"PPI topology provenance audit or report linking GraphSAGE, OhmNet, and BioSNAP edge sets.",normal_git,zip_member,B104I_PPI_provenance_and_literature_bundle_20260830T114918Z.zip,results/provenance_events_through_B104I_20260830T114918Z.csv,1,0
batches/B104D_20260829T010311Z/scripts/screen_goa_release_date_range.py,27974,54d1d61b7ddf97c782833524497c41d716430b3e790be4404a66a42743723919,script,,supporting_analysis,Low-storage script screening GOA releases 158–169 while recording provenance.,normal_git,direct_current,screen_goa_release_date_range.py,batches/B104D_20260829T010311Z/scripts/screen_goa_release_date_range.py,2,1
batches/B104B_20260828T161826Z/B104B_AGENT_HANDOFF_20260828T161826Z.md,7685,554a6737b43f2f71f2ffe3580f4b5a168e76486304c30432b4f0d2fb85638d13,report_or_documentation,,supporting_analysis,"Investigator handoff summarizing methods, findings, caveats, and next tests.",normal_git,direct_current,B104B_AGENT_HANDOFF_20260828T161826Z.md,batches/B104B_20260828T161826Z/B104B_AGENT_HANDOFF_20260828T161826Z.md,2,1
results/B104_FINAL_DELIVERY_VALIDATION_20260828T032801Z.json,6646,555d1dd2c2fa828045c9374f65778aa2f4eafe8aafcaecb0a25e007f501ba03a,validation_or_checksum,,historical_or_supporting,Machine-readable validation checks for the associated analysis or delivery.,normal_git,direct_current,B104_FINAL_DELIVERY_VALIDATION_20260828T032801Z.json,results/B104_FINAL_DELIVERY_VALIDATION_20260828T032801Z.json,1,0
bundle_only/B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z/B104B_20260828T161826Z/scripts/independent_validate_global_term_selection.py,7789,5671ef6c466b3aa9565ddcbff190d545f5ce25629a7123793013a221a5286cdb,script,,supporting_analysis,"Investigator handoff summarizing methods, findings, caveats, and next tests.",normal_git,zip_member,B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z.zip,B104B_20260828T161826Z/scripts/independent_validate_global_term_selection.py,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/scripts/summarize_goa_date_screen.py,5811,56a75971c434ffecf6074297f6f5a02195f0ef53b0ed3c8132394438d53e180c,script,B104E,supporting_analysis,"B104E analysis, download, validation, or packaging script: summarize_goa_date_screen.py.",normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/scripts/summarize_goa_date_screen.py,1,0
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/provenance/actual_input_file_manifest_through_B104A_20260828T152026Z.md,131450,56cfec2fd625403b8de3aba560604d4146d60691f62f99ef13a3bd4cf4e72cd6,provenance_manifest,,supporting_analysis,Manifest of actual materialized inputs used by the analysis at that point in time.,normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,provenance/actual_input_file_manifest_through_B104A_20260828T152026Z.md,1,0
bundle_only/ppi_reproduction_analysis_bundle/results/functionlab_search.md,32,5703ab9b8a2b1a573d6e78e521d9c5d35e28843d3e41886d13a911439b021d62,documentation,,historical_or_supporting,assistant-generated investigation artifact: functionlab_search.md.,normal_git,zip_member,ppi_reproduction_analysis_bundle.zip,results/functionlab_search.md,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/analysis/B104C_analysis_summary_20260828T194921Z.json,6164,578fab2b4ab6c519a848ca3b341d5a83d1c35963f5feaf0130ea92ef640fc605,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104C_analysis_summary_20260828T194921Z.json.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/analysis/B104C_analysis_summary_20260828T194921Z.json,1,0
results/provenance_events_through_B104H_FINAL_20260830T110259Z.csv,44149,579d9330fe18db124dd2b9360943927628ae17273ebf852eaeaa71085d3800f4,provenance_manifest,,current_core,"Append-only provenance-event history, including receipt, validation, and deletion states.",normal_git,direct_current,provenance_events_through_B104H_FINAL_20260830T110259Z.csv,results/provenance_events_through_B104H_FINAL_20260830T110259Z.csv,1,0
bundle_only/B102_gp2protein_analysis_bundle_20260827T163101Z/B102/source_ledger_through_B102_20260827T163101Z.csv,217742,58f8fc6bdc967fea3f45092eaaba9718e53680afe6221efb7584a7ef46130322,provenance_manifest,B102,historical_foundation,Append-only source and artifact provenance ledger.,normal_git,zip_member,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,B102/source_ledger_through_B102_20260827T163101Z.csv,1,0
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/analysis/B104E_GOA_release158_169_per_column_trajectory_20260829T121535Z.csv,21542,591abfe515edf68b6300910ec6cf4db6af83355368fcc3e78e5dfb1033c629dc,analysis_result_or_derived_data,B104E,supporting_analysis,GOA release-date screen results for releases 158 through 169.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/analysis/B104E_GOA_release158_169_per_column_trajectory_20260829T121535Z.csv,1,0
bundle_only/B104C_MSigDB50_column_order_bundle_20260828T200948Z/B104C_delivery_20260828T200948Z/supporting/B104B_RESULT_SUMMARY_20260828T161826Z.json,5428,594794ced30754c20afcf8d113ec3d70e4dd55409fd1c6e807a4eb3e2ceabb7d,analysis_result_or_derived_data,,supporting_analysis,analysis result or compact derived dataset: B104B_RESULT_SUMMARY_20260828T161826Z.json.,normal_git,zip_member,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,B104C_delivery_20260828T200948Z/supporting/B104B_RESULT_SUMMARY_20260828T161826Z.json,2,1
bundle_only/B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z/B104E/B104E_OUTPUT_CHECKSUMS_PREBUNDLE_20260829T122734Z.csv,10604,5962abdb83ec809e6c9dff9ca239c8292e8544c3a82e81c8dd10afaa99249537,validation_or_checksum,B104E,supporting_analysis,B104E assistant-generated investigation artifact: B104E_OUTPUT_CHECKSUMS_PREBUNDLE_20260829T122734Z.csv.,normal_git,zip_member,B104E_GOA_date_UniProt_feature_rule_bundle_20260829T122734Z.zip,B104E/B104E_OUTPUT_CHECKSUMS_PREBUNDLE_20260829T122734Z.csv,1,0
bundle_only/B104_release158_analysis_bundle_20260828T032801Z/B104/logs/analyze_B104_fast.stdout,645,59acb8247d07e51dcf0d73572e659dbf975a15fa0d4bd5d8e422be8e3cf3e077,other_artifact,B104,historical_or_supporting,B104 assistant-generated investigation artifact: analyze_B104_fast.stdout.,normal_git,zip_member,B104_release158_analysis_bundle_20260828T032801Z.zip,B104/logs/analyze_B104_fast.stdout,1,0
bundle_only/ppi_reproduction_corrected_bundle/ppi_repro_corrected/results/actual_input_file_manifest.json,15537,59b7f1c6d189e3490b76eafaf4b6a13772bc87936fbc639a0de46d7181e4ddee,provenance_manifest,,historical_or_supporting,Manifest of actual materialized inputs used by the analysis at that point in time.,normal_git,zip_member,ppi_reproduction_corrected_bundle.zip,ppi_repro_corrected/results/actual_input_file_manifest.json,1,0
batches/B104H_20260830T110259Z/LEAKAGE_EXPERIMENT_BACKLOG_20260830T110259Z.md,2833,5a006649b0254ea7f5a8a57424490687be308964ae5809481d615ff3e302edc3,report_or_documentation,,current_core,"Saved design for the gene-identity lookup, randomized-label, and gene-disjoint leakage experiments.",normal_git,direct_current,LEAKAGE_EXPERIMENT_BACKLOG_20260830T110259Z.md,batches/B104H_20260830T110259Z/LEAKAGE_EXPERIMENT_BACKLOG_20260830T110259Z.md,2,1
bundle_only/ppi_reproduction_corrected_bundle/ppi_repro_corrected/results/dgl_split_verification.csv,701,5a0823ae7eb4f6a087b79ed3e2e7232e8d13d02c82d30178594d8e30d431d551,analysis_result_or_derived_data,,historical_or_supporting,analysis result or compact derived dataset: dgl_split_verification.csv.,normal_git,zip_member,ppi_reproduction_corrected_bundle.zip,ppi_repro_corrected/results/dgl_split_verification.csv,1,0
bundle_only/B104D_column_order_date_range_uniprot_bundle_20260829T010311Z/B104D_delivery_20260829T010311Z/analysis/B104D_graphmapped_column_order_model_grid.csv.gz,24932,5a09be83140c9fb11a83a04343e4484517c878d4a62e2605fc8bff5396d3ee36,analysis_result_or_derived_data,,supporting_analysis,Comparison or summary of candidate legacy-Python GO column-order models.,normal_git,zip_member,B104D_column_order_date_range_uniprot_bundle_20260829T010311Z.zip,B104D_delivery_20260829T010311Z/analysis/B104D_graphmapped_column_order_model_grid.csv.gz,1,0
bundle_only/B104G_full_row_and_label_resolution_bundle_20260829T151452Z/B104G/analysis/B104G_duplicate_GO_candidate_full_universe_test.csv,420,5a997c2c6027f132aab125a761e3aafbe307c98c15d185d8d0fcf986560fabea,analysis_result_or_derived_data,B104G,current_core,B104G analysis result or compact derived dataset: B104G_duplicate_GO_candidate_full_universe_test.csv.,normal_git,zip_member,B104G_full_row_and_label_resolution_bundle_20260829T151452Z.zip,B104G/analysis/B104G_duplicate_GO_candidate_full_universe_test.csv,1,0
bundle_only/B104A_exact_GO_reconstruction_bundle_20260828T152026Z/provenance/provenance_events_through_B104A_20260828T152026Z.md,45059,5aaa178d615f4245deab3b2874217f26a4221ec66d668502b0c21b062bce51b7,provenance_manifest,,supporting_analysis,"Append-only provenance-event history, including receipt, validation, and deletion states.",normal_git,zip_member,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,provenance/provenance_events_through_B104A_20260828T152026Z.md,1,0
