current_relative_path,entry_kind,origin_class,recommended_destination,recommended_action,git_tracking_recommendation,description,notes,known_size_bytes,known_sha256,known_source_url,classification_basis
goa_date_screen_results.zip,file,gpt56sol_script_output,gpt56sol/user_runs/goa_date_screen/.zip,move,normal_git,GOA release 158–169 date-screen result generated by the assistant-provided script.,,54246,502c8ffdb7b809c1665e82d31db52b72e7e855e7e9fcc06a8a2f46a64bc30de9,per-release EBI GOA GAF/GPI URLs recorded in each retained JSON,filename/path rules; hashes only where previously recorded
goa_human.gaf.158.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gaf.158.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,4854158,7d5f7aabd0bea1e1f2a9d18af70f5d4038a85a78736d07ba69fc331b34241acf,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,filename/path rules; hashes only where previously recorded
goa_human.gaf.159.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gaf.159.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,4890788,b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,filename/path rules; hashes only where previously recorded
goa_human.gaf.160.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gaf.160.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,4574158,3d55da7ecf20d4e6c1dfd332a859be521579ba220bcf68fe93633592241ce300,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.160.gz,filename/path rules; hashes only where previously recorded
goa_human.gpa.158.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpa.158.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,3636575,4d1b31df7490ad55c215d2e8525a098d820bf12a7d2d26cd13bc58a633d5f26a,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,filename/path rules; hashes only where previously recorded
goa_human.gpa.159.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpa.159.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,3665510,dbe9073e726e804f51b0fe80ecd2897798f22a558e75aeb1c8bfc229357b574a,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,filename/path rules; hashes only where previously recorded
goa_human.gpa.160.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpa.160.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,,,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.160.gz,filename/path rules; hashes only where previously recorded
goa_human.gpi.158.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpi.158.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,602496,2c7a7a836d022038431a5efbfa48dbe0dd1777264e008f693b78387568dd354a,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,filename/path rules; hashes only where previously recorded
goa_human.gpi.159.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpi.159.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,602689,f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,filename/path rules; hashes only where previously recorded
goa_human.gpi.160.gz,file,external_raw_data,data/raw/ebi_goa_human/goa_human.gpi.160.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,693073,2638f62e9ef2e6de8017ad5de026d403ce74782a800bab2b3539645c218ddce9,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.160.gz,filename/path rules; hashes only where previously recorded
GO_annotations-9606-direct-allev.tsv,file,external_raw_data_downloaded_by_gpt56sol_script,data/raw/dhimmel_gene_ontology_962a5e1/GO_annotations-9606-direct-allev.tsv,move,gitignore_or_data_lfs,Genuine commit-pinned Entrez-native GO annotation TSV downloaded by the validated assistant script.,,4247863,2bda650477f7a8571f9926480ae7099871c00c46707b14a89b9b8e25f6f8d329,https://raw.githubusercontent.com/dhimmel/gene-ontology/962a5e12f8590400c2891cde93fd6a783b26e02e/annotations/taxid_9606/GO_annotations-9606-direct-allev.tsv,filename/path rules; hashes only where previously recorded
GO_annotations-9606-direct-expev.tsv,file,external_raw_data_downloaded_by_gpt56sol_script,data/raw/dhimmel_gene_ontology_962a5e1/GO_annotations-9606-direct-expev.tsv,move,gitignore_or_data_lfs,Genuine commit-pinned Entrez-native GO annotation TSV downloaded by the validated assistant script.,,1846292,08d85330226b9d127e4ac004b7fb597f1eb2766798d42d5928424ecf556ac18f,https://raw.githubusercontent.com/dhimmel/gene-ontology/962a5e12f8590400c2891cde93fd6a783b26e02e/annotations/taxid_9606/GO_annotations-9606-direct-expev.tsv,filename/path rules; hashes only where previously recorded
GO_annotations-9606-inferred-allev.tsv,file,external_raw_data_downloaded_by_gpt56sol_script,data/raw/dhimmel_gene_ontology_962a5e1/GO_annotations-9606-inferred-allev.tsv,move,gitignore_or_data_lfs,Genuine commit-pinned Entrez-native GO annotation TSV downloaded by the validated assistant script.,,22907854,c97255b18672a1af321910739a434778cd7730b13a9bb6023dae08666930b2e2,https://raw.githubusercontent.com/dhimmel/gene-ontology/962a5e12f8590400c2891cde93fd6a783b26e02e/annotations/taxid_9606/GO_annotations-9606-inferred-allev.tsv,filename/path rules; hashes only where previously recorded
GO_annotations-9606-inferred-expev.tsv,file,external_raw_data_downloaded_by_gpt56sol_script,data/raw/dhimmel_gene_ontology_962a5e1/GO_annotations-9606-inferred-expev.tsv,move,gitignore_or_data_lfs,Genuine commit-pinned Entrez-native GO annotation TSV downloaded by the validated assistant script.,,9132101,e56acc1184324df3e7bb0abafd2678b97eb38925fe57840d75ae7188c8c50ed1,https://raw.githubusercontent.com/dhimmel/gene-ontology/962a5e12f8590400c2891cde93fd6a783b26e02e/annotations/taxid_9606/GO_annotations-9606-inferred-expev.tsv,filename/path rules; hashes only where previously recorded
gp_association.goa_human.157.gz,file,external_raw_data,data/raw/ebi_goa_human/gp_association.goa_human.157.gz,move,gitignore_or_data_lfs,"Historical Gene Ontology, GOA, or NCBI Gene source file.",,,,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.157.gz,filename/path rules; hashes only where previously recorded
graphsage_ppi.zip,file,external_raw_data,data/raw/ppi_benchmarks/graphsage_ppi.zip,move,gitignore_or_data_lfs,Released GraphSAGE or DGL PPI benchmark archive.,,27029260,53aeb76e54fd41b645e7edb48b62929240b89839495396b048086fd212503fbd,https://snap.stanford.edu/graphsage/ppi.zip,filename/path rules; hashes only where previously recorded
GraphSAGE_PPI_GO_Label_Reconstruction_ChatGPT_2026_08_28.md,file,gpt56sol_artifact_or_script_output,gpt56sol/docs/GraphSAGE_PPI_GO_Label_Reconstruction_ChatGPT_2026_08_28.md,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,,,,filename/path rules; hashes only where previously recorded
Greene2015.pdf,file,external_reference_document,data/reference_papers/Greene2015.pdf,move,gitignore_or_data_lfs,Manuscript or supplementary source used for documentary verification.,,1729378,15c734d37bf63dc586d9bfb95673612209a2f2d298a0a1dc84fa63a1d7a17ce2,https://doi.org/10.1038/ng.3259,filename/path rules; hashes only where previously recorded
Greene2015_sup.pdf,file,external_reference_document,data/reference_papers/Greene2015_sup.pdf,move,gitignore_or_data_lfs,Manuscript or supplementary source used for documentary verification.,,6701167,89e84c545590a3d34890f24cf6543a336b59cace8926a83701f503afcd979ed9,https://www.nature.com/articles/ng.3259#Sec23,filename/path rules; hashes only where previously recorded
Greene2015_Table6.xlsx,file,external_reference_document,data/reference_papers/Greene2015_Table6.xlsx,move,gitignore_or_data_lfs,Manuscript or supplementary source used for documentary verification.,,37992,691b9d895ac6d0f6ed7abedb96d9b206965fe221e3ccdae940b4daa5db50533e,https://www.nature.com/articles/ng.3259#Sec23,filename/path rules; hashes only where previously recorded
Greene2015_Table9.xlsx,file,external_reference_document,data/reference_papers/Greene2015_Table9.xlsx,move,gitignore_or_data_lfs,Manuscript or supplementary source used for documentary verification.,,140272,18ae68f28d9b84f4b1cb7f7c7c1cc8eb76716414de2089a329f070a5aeca6cd5,https://www.nature.com/articles/ng.3259#Sec23,filename/path rules; hashes only where previously recorded
HuamnBase-kidney.dat,file,external_raw_or_derived_data,data/raw/humanbase/HuamnBase-kidney.dat,move,gitignore_or_data_lfs,HumanBase/GIANT source or locally sampled derived data.,Filename contains a likely typo; preserve until content/hash verification supports a rename.,,,,filename/path rules; hashes only where previously recorded
HumanBase-blood.dat,file,external_raw_or_derived_data,data/raw/humanbase/HumanBase-blood.dat,move,gitignore_or_data_lfs,HumanBase/GIANT source or locally sampled derived data.,,,,,filename/path rules; hashes only where previously recorded
HumanBase-blood_top.gz,file,external_raw_or_derived_data,data/raw/humanbase/HumanBase-blood_top.gz,move,gitignore_or_data_lfs,HumanBase/GIANT source or locally sampled derived data.,,,,,filename/path rules; hashes only where previously recorded
idmapping_2026_08_27.tsv.gz,file,external_current_mapping_output,data/derived/uniprot_current/idmapping_2026_08_27.tsv.gz,move,gitignore_or_data_lfs,Current UniProt ID mapping result used only as temporal sensitivity evidence.,,1219,fd585a7de7201f61871a70fbeb244b615cfa32dd7eee1b507cc35d89bd5cd5d6,,filename/path rules; hashes only where previously recorded
investigation_summary_2026_08_23.md,file,other_agent_or_prior_investigation,other_agent/investigation_summary_2026_08_23.md,move,normal_git,"Artifact from the other investigation agent or pre-existing local workflow, not generated by gpt56sol.",,13819,fe23f5d35c1c3a21bba13c2241e0c8c783c31a0a31026c8e5f1c0d7a8c320d16,,filename/path rules; hashes only where previously recorded
local_upload_inventory_20260827T145903Z.csv,file,gpt56sol_artifact_or_script_output,gpt56sol/provenance/local_inventories/local_upload_inventory_20260827T145903Z.csv,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,,,,filename/path rules; hashes only where previously recorded
local_upload_inventory_full_20260827T160408Z.csv,file,gpt56sol_artifact_or_script_output,gpt56sol/provenance/local_inventories/local_upload_inventory_full_20260827T160408Z.csv,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,12067,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,,filename/path rules; hashes only where previously recorded
make_local_inventory.py,file,gpt56sol_script,gpt56sol/scripts/make_local_inventory.py,move,normal_git,"Assistant-provided analysis, download, audit, or inventory script.",,,,,filename/path rules; hashes only where previously recorded
make_local_inventory_v2.py,file,gpt56sol_script,gpt56sol/scripts/make_local_inventory_v2.py,move,normal_git,"Assistant-provided analysis, download, audit, or inventory script.",,,,,filename/path rules; hashes only where previously recorded
msigdb_v5.0_files_to_download_locally.zip,file,external_raw_data,data/raw/msigdb/msigdb_v5.0_files_to_download_locally.zip,move,gitignore_or_data_lfs,Historical MSigDB release archive.,,115484475,d372fc23f229cbb79656d824e0519587db6110963d22d1f4c95e5154963a32d2,https://www.gsea-msigdb.org/gsea/downloads.jsp,filename/path rules; hashes only where previously recorded
msigdb_v5.1_files_to_download_locally.zip,file,external_raw_data,data/raw/msigdb/msigdb_v5.1_files_to_download_locally.zip,move,gitignore_or_data_lfs,Historical MSigDB release archive.,,69702250,5a8b3f10ea92f8e71eaaa0705ab9d3a5229d838864eec9699544b75884bc9e29,https://www.gsea-msigdb.org/gsea/downloads.jsp,filename/path rules; hashes only where previously recorded
msigdb_v5.2_chip_files_to_download_locally.zip,file,external_raw_data,data/raw/msigdb/msigdb_v5.2_chip_files_to_download_locally.zip,move,gitignore_or_data_lfs,Historical MSigDB release archive.,,67891640,252befc853b5e01cfe99439ec50a7ab8de747cd0abe6224a93077f2d9b0b20fc,https://www.gsea-msigdb.org/gsea/downloads.jsp,filename/path rules; hashes only where previously recorded
msigdb_v5.2_files_to_download_locally.zip,file,external_raw_data,data/raw/msigdb/msigdb_v5.2_files_to_download_locally.zip,move,gitignore_or_data_lfs,Historical MSigDB release archive.,,92768160,a618c1c60b11570036034e6357e73e80ee43065ec7a57c1dbd238f205405fbdb,https://www.gsea-msigdb.org/gsea/downloads.jsp,filename/path rules; hashes only where previously recorded
msigdb_v6.0_files_to_download_locally.zip,file,external_raw_data,data/raw/msigdb/msigdb_v6.0_files_to_download_locally.zip,move,gitignore_or_data_lfs,Historical MSigDB release archive.,,72144318,39fa82c4cedc9183c532afb1c1431683536b5945e50fb8be4f5bcce3ac136edf,https://www.gsea-msigdb.org/gsea/downloads.jsp,filename/path rules; hashes only where previously recorded
ohmnet-master.zip,file,external_raw_data_or_code,data/raw/ohmnet/ohmnet-master.zip,move,gitignore_or_data_lfs,"Released OhmNet tissue data, README, hierarchy, labels, networks, or source-code archive.",,,,https://github.com/mims-harvard/ohmnet/archive/refs/heads/master.zip,filename/path rules; hashes only where previously recorded
OhmNet.pdf,file,external_reference_document,data/reference_papers/OhmNet.pdf,move,gitignore_or_data_lfs,Manuscript or supplementary source used for documentary verification.,,1458562,e60daf8341d0e322ce58e7c6ad194f7e4b573df7c8aba1716ad78c98992b02fe,https://doi.org/10.1093/bioinformatics/btx252,filename/path rules; hashes only where previously recorded
requested_file_patterns.txt,file,gpt56sol_artifact_or_script_output,gpt56sol/user_runs/requested_file_patterns.txt,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,,,,filename/path rules; hashes only where previously recorded
sample_giant_network.sh,file,other_agent_or_prior_investigation,other_agent/sample_giant_network.sh,move,normal_git,"Artifact from the other investigation agent or pre-existing local workflow, not generated by gpt56sol.",,,,,filename/path rules; hashes only where previously recorded
screen_goa_release_date_range.py,file,gpt56sol_script,gpt56sol/scripts/screen_goa_release_date_range.py,move,normal_git,"Assistant-provided analysis, download, audit, or inventory script.",,27974,54d1d61b7ddf97c782833524497c41d716430b3e790be4404a66a42743723919,,filename/path rules; hashes only where previously recorded
train_graph_id.npy,file,other_agent_or_prior_investigation,other_agent/train_graph_id.npy,move,git_lfs_recommended,"Artifact from the other investigation agent or pre-existing local workflow, not generated by gpt56sol.",,,,,filename/path rules; hashes only where previously recorded
uniprot_2016_mapping_audit_ledger.csv,file,gpt56sol_artifact_or_script_output,gpt56sol/user_runs/uniprot_2016_audit/uniprot_2016_mapping_audit_ledger.csv,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,3358,b2935c37f5aae16675bdd412d00257d84435406548313e61a7b2ca5eeee74378,per-release URLs inside ledger,filename/path rules; hashes only where previously recorded
uniprot_2016_mapping_audit_ledger.zip,file,gpt56sol_artifact_or_script_output,gpt56sol/user_runs/uniprot_2016_audit/uniprot_2016_mapping_audit_ledger.zip,move,normal_git,Assistant-provided artifact or output from an assistant-provided script.,,30449,4ac8cb1a900215ded9dc35a4fc44a4abaaff3e5e774cf62769592f1ab153a7b0,multiple official UniProt previous-release URLs recorded per release in retained provenance JSON and ledger,filename/path rules; hashes only where previously recorded
