record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes,batch_id,user_local_relative_path,user_local_status,user_local_size_bytes,user_local_sha256,user_local_mtime_utc,inventory_file,inventory_sha256,deletion_state,event_recorded_at_utc,supersedes_prior_record_type,hash_authority,runtime_verification_status,planned_batch,retained_derivative_paths,parser_script_sha256,raw_to_derived_reconciliation,user_deletion_confirmed_at_utc
batch_input_materialized_and_analyzed,goa_human.gaf.159.gz,/mnt/data/goa_human.gaf.159.gz,present_at_analysis_time,user_upload_B101,GOA release 159 gaf input,analyze_B101_goa159.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; exact size and SHA-256 match B000 local inventory,2026-08-27T15:27:36.842353+00:00,4890788,b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838,local_upload_inventory_20260827T145903Z.csv,Raw conversation copy eligible for deletion after B101 clearance; local master retained by user.,B101,goa_human.gaf.159.gz,present_on_user_machine_per_B000_and_user_ls,4890788,b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838,2026-08-15T16:24:36.504724+00:00,local_upload_inventory_20260827T145903Z.csv,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,deletion_clearance_issued_for_conversation_copy,,,,,,,,,
batch_input_materialized_and_analyzed,goa_human.gpa.159.gz,/mnt/data/goa_human.gpa.159.gz,present_at_analysis_time,user_upload_B101,GOA release 159 gpad input,analyze_B101_goa159.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; exact size and SHA-256 match B000 local inventory,2026-08-27T15:27:36.842353+00:00,3665510,dbe9073e726e804f51b0fe80ecd2897798f22a558e75aeb1c8bfc229357b574a,local_upload_inventory_20260827T145903Z.csv,Raw conversation copy eligible for deletion after B101 clearance; local master retained by user.,B101,goa_human.gpa.159.gz,present_on_user_machine_per_B000_and_user_ls,3665510,dbe9073e726e804f51b0fe80ecd2897798f22a558e75aeb1c8bfc229357b574a,2026-08-27T14:30:56.366237+00:00,local_upload_inventory_20260827T145903Z.csv,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,deletion_clearance_issued_for_conversation_copy,,,,,,,,,
batch_input_materialized_and_analyzed,goa_human.gpi.159.gz,/mnt/data/goa_human.gpi.159.gz,present_at_analysis_time,user_upload_B101,GOA release 159 gpi input,analyze_B101_goa159.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; exact size and SHA-256 match B000 local inventory,2026-08-27T15:27:36.842353+00:00,602689,f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612,local_upload_inventory_20260827T145903Z.csv,Raw conversation copy eligible for deletion after B101 clearance; local master retained by user.,B101,goa_human.gpi.159.gz,present_on_user_machine_per_B000_and_user_ls,602689,f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612,2026-08-15T19:04:12.130827+00:00,local_upload_inventory_20260827T145903Z.csv,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,deletion_clearance_issued_for_conversation_copy,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-annotations-README,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2016-06-01-annotations-README,present_on_user_machine_per_complete_ls_declaration,1999,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-gene_ontology.obo,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2016-06-01-gene_ontology.obo,present_on_user_machine_per_complete_ls_declaration,30449937,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-go.obo,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,2016-06-01-go.obo,present_on_user_machine_per_complete_ls_declaration,34762536,9b4c0c28d73ba41ae4c684d78b354d2c8bea691a5d759d4cdd188eecdd307ca2,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-go.owl,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2016-06-01-go.owl,present_on_user_machine_per_complete_ls_declaration,170536280,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-gp2protein.geneid.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,https://release.geneontology.org/2016-06-01/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,2016-06-01-gp2protein.geneid.gz,present_on_user_machine_per_complete_ls_declaration,38540366,f3a2d329ada32f03e4c3ec60c55ef77cfe3626c3c875832e59612e5f316504e7,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-06-01-gp2protein.human.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2016-06-01-gp2protein.human.gz,present_on_user_machine_per_complete_ls_declaration,378274,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-12-23-gene2go.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,2016-12-23-gene2go.gz,present_on_user_machine_per_complete_ls_declaration,19731322,33bedddfa375a99557fc8ddc8192b8441745f7c338714441ec3bafbed6228386,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2016-12-23-gene2go_human.tsv.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,2016-12-23-gene2go_human.tsv.gz,present_on_user_machine_per_complete_ls_declaration,3280383,5d14e96beead06423b047621ac02829b576e041e607a58f70820947839641c09,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2026-08-14-gene2go.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2026-08-14-gene2go.gz,present_on_user_machine_per_complete_ls_declaration,1374437901,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,2026-08-14-gene2go_human.tsv.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,2026-08-14-gene2go_human.tsv.gz,present_on_user_machine_per_complete_ls_declaration,5328626,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,Greene2015.pdf,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://doi.org/10.1038/ng.3259,https://www.nature.com/articles/ng.3259,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,Greene2015.pdf,present_on_user_machine_per_complete_ls_declaration,1729378,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,Greene2015_Table6.xlsx,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://www.nature.com/articles/ng.3259#Sec23,https://www.nature.com/articles/ng.3259,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,Greene2015_Table6.xlsx,present_on_user_machine_per_complete_ls_declaration,37992,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,Greene2015_Table9.xlsx,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://www.nature.com/articles/ng.3259#Sec23,https://www.nature.com/articles/ng.3259,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,Greene2015_Table9.xlsx,present_on_user_machine_per_complete_ls_declaration,140272,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,Greene2015_sup.pdf,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://www.nature.com/articles/ng.3259#Sec23,https://www.nature.com/articles/ng.3259,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,Greene2015_sup.pdf,present_on_user_machine_per_complete_ls_declaration,6701167,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,HuamnBase-kidney.dat,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Filename is spelled HuamnBase-kidney.dat in the user listing; content has not yet been checked against the expected HumanBase-kidney.dat artifact. Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,HuamnBase-kidney.dat,present_on_user_machine_per_complete_ls_declaration,8897160,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,HumanBase-blood.dat,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,HumanBase-blood.dat,present_on_user_machine_per_complete_ls_declaration,8401428,d3b9ab9b697fba7761e4a13fcc38a3b9d493d42dd31a06d88f45886eac63fbd5,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,HumanBase-blood_top.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,,B000A,HumanBase-blood_top.gz,present_on_user_machine_per_complete_ls_declaration,182612266,49dc41f1ab89c4e25e907e00218bde38d3ecc9f80c57ebdb79fe5f9c6a850f84,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,OhmNet.pdf,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://doi.org/10.1093/bioinformatics/btx252,https://academic.oup.com/bioinformatics/article/33/14/i190/3953967,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,OhmNet.pdf,present_on_user_machine_per_complete_ls_declaration,1458562,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bio-tissue-hierarchy.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://snap.stanford.edu/ohmnet/bio-tissue-hierarchy.tar.gz,https://snap.stanford.edu/ohmnet/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bio-tissue-hierarchy.tar.gz,present_on_user_machine_per_complete_ls_declaration,421785,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bio-tissue-labels.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://snap.stanford.edu/ohmnet/bio-tissue-labels.tar.gz,https://snap.stanford.edu/ohmnet/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bio-tissue-labels.tar.gz,present_on_user_machine_per_complete_ls_declaration,1793328,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bio-tissue-networks.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://snap.stanford.edu/ohmnet/bio-tissue-networks.tar.gz,https://snap.stanford.edu/ohmnet/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bio-tissue-networks.tar.gz,present_on_user_machine_per_complete_ls_declaration,15568869,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bio-tissue-readme.txt,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://snap.stanford.edu/ohmnet/bio-tissue-readme.txt,https://snap.stanford.edu/ohmnet/,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bio-tissue-readme.txt,present_on_user_machine_per_complete_ls_declaration,1465,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bioconductor-annotation-org.Hs.eg.db_3.0.0.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bioconductor-annotation-org.Hs.eg.db_3.0.0.tar.gz,present_on_user_machine_per_complete_ls_declaration,61468422,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bioconductor-annotation-org.Hs.eg.db_3.1.2.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://bioconductor.statistik.tu-dortmund.de/packages/3.1/data/annotation/src/contrib/org.Hs.eg.db_3.1.2.tar.gz,https://bioconductor.org/packages/3.1/data/annotation/html/org.Hs.eg.db.html,resolved_via_explicit_filename_variant,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bioconductor-annotation-org.Hs.eg.db_3.1.2.tar.gz,present_on_user_machine_per_complete_ls_declaration,65439359,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bioconductor-annotation-org.Hs.eg.db_3.3.0.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://bioconductor.statistik.tu-dortmund.de/packages/3.3/data/annotation/src/contrib/org.Hs.eg.db_3.3.0.tar.gz,https://bioconductor.org/packages/3.3/data/annotation/html/org.Hs.eg.db.html,resolved_via_explicit_filename_variant,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bioconductor-annotation-org.Hs.eg.db_3.3.0.tar.gz,present_on_user_machine_per_complete_ls_declaration,69122902,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,bioconductor-annotation-org.Hs.eg.db_3.4.0.tar.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://bioconductor.statistik.tu-dortmund.de/packages/3.4/data/annotation/src/contrib/org.Hs.eg.db_3.4.0.tar.gz,https://bioconductor.org/packages/3.4/data/annotation/html/org.Hs.eg.db.html,resolved_via_explicit_filename_variant,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,bioconductor-annotation-org.Hs.eg.db_3.4.0.tar.gz,present_on_user_machine_per_complete_ls_declaration,69557350,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,blood_sample.tsv.gz,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,blood_sample.tsv.gz,present_on_user_machine_per_complete_ls_declaration,6597,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,chat_gpt_historical_go_mapping_inventory.md,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,chat_gpt_historical_go_mapping_inventory.md,present_on_user_machine_per_complete_ls_declaration,55969,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,dgl_ppi.zip,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,https://data.dgl.ai/dataset/ppi.zip,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,resolved_exact_existing_ledger,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,dgl_ppi.zip,present_on_user_machine_per_complete_ls_declaration,7088822,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-allev.tsv,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-allev.tsv,present_on_user_machine_per_complete_ls_declaration,147142,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-expev.tsv,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-expev.tsv,present_on_user_machine_per_complete_ls_declaration,150794,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-allev.tsv,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-allev.tsv,present_on_user_machine_per_complete_ls_declaration,147185,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-expev.tsv,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-expev.tsv,present_on_user_machine_per_complete_ls_declaration,147186,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
user_complete_local_inventory_declaration,file_inventory_2026_08_18.pdf,,not_materialized_by_this_declaration,user_message_B000A_complete_ls,candidate or supporting local artifact,batch_planning,,,pending,present_on_user_machine_per_complete_ls_declaration,2026-08-27T15:33:19.298657+00:00,,,user-pasted complete ls -l listing,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.,B000A,file_inventory_2026_08_18.pdf,present_on_user_machine_per_complete_ls_declaration,194113,,,B000A_complete_user_local_inventory_20260827T153319Z.csv,669d9c261d0715de321344a589b4b2ae6bc8d5d0797f26283e4c39aeba5df397,,,,,,,,,,
